Date,CompanyID,CustomerID,TicketsOpened,TicketsResolved,UnresolvedCases,SLA_TargetHours,SLA_ActualHours,NPS_Score,ServiceQualityScore
2024-01-27,1,1016,2,2,0,24,31.11,8,71
2024-01-27,1,1017,3,3,0,24,17.65,6,75
2024-01-27,1,1018,0,0,0,24,20.64,8,72
2024-01-27,1,1019,2,2,0,24,27.64,2,81
2024-01-27,1,1020,0,0,0,24,23.54,4,96
2024-01-27,2,1001,0,0,0,24,19.83,8,72
2024-01-27,2,1002,3,3,0,24,21.09,5,78
2024-01-27,2,1003,0,0,0,24,16.77,8,70
2024-01-27,2,1004,1,1,0,24,23.28,7,83
2024-01-27,2,1005,4,4,0,24,31.2,5,81
2024-01-27,2,1006,4,4,0,24,25.07,4,83
2024-01-27,2,1007,1,1,0,24,23.7,2,66
2024-01-27,2,1008,2,2,0,24,14.5,8,99
2024-01-27,2,1009,1,1,0,24,33.48,6,72
2024-01-27,2,1010,1,0,1,24,16.8,8,74
2024-01-27,2,1011,2,2,0,24,19.77,10,84
2024-01-27,2,1012,4,4,0,24,24.15,5,73
2024-01-27,2,1013,2,2,0,24,25.49,6,65
2024-01-27,2,1014,2,2,0,24,33.9,7,58
2024-01-27,2,1015,3,2,1,24,25.28,8,82
2024-01-27,2,1016,1,1,0,24,28.39,4,79
2024-01-27,2,1017,1,1,0,24,18.59,7,97
2024-01-27,2,1018,0,0,0,24,18.05,5,97
2024-01-27,2,1019,2,2,0,24,15.61,9,100
2024-01-27,2,1020,2,2,0,24,21.4,5,94
2024-01-27,3,1001,2,2,0,24,13.19,9,81
2024-01-27,3,1002,1,1,0,24,8.21,6,79
2024-01-27,3,1003,0,0,0,24,33.39,7,89
2024-01-27,3,1004,3,2,1,24,21.06,4,93
2024-01-27,3,1005,4,4,0,24,30.25,10,79
2024-01-27,3,1006,3,3,0,24,33.41,9,86
2024-01-27,3,1007,1,1,0,24,19.96,8,77
2024-01-27,3,1008,2,1,1,24,16.99,7,66
2024-01-27,3,1009,2,2,0,24,16.2,7,71
2024-01-27,3,1010,3,2,1,24,43.22,10,93
2024-01-27,3,1011,2,2,0,24,16.57,6,92
2024-01-27,3,1012,1,0,1,24,15.41,9,79
2024-01-27,3,1013,3,3,0,24,23.7,8,91
2024-01-27,3,1014,2,2,0,24,30.14,9,73
2024-01-27,3,1015,3,2,1,24,17.41,10,81
2024-01-27,3,1016,3,3,0,24,26.04,5,86
2024-01-27,3,1017,3,3,0,24,18.89,7,83
2024-01-27,3,1018,1,1,0,24,16.44,7,78
2024-01-27,3,1019,3,3,0,24,27.89,5,70
2024-01-27,3,1020,1,0,1,24,21.98,5,94
2024-01-28,1,1001,6,6,0,24,29.07,5,68
2024-01-28,1,1002,1,1,0,24,22.65,3,78
2024-01-28,1,1003,1,1,0,24,26.66,5,64
2024-01-28,1,1004,2,2,0,24,21.48,7,77
2024-01-28,1,1005,1,1,0,24,23.11,8,82
2024-01-28,1,1006,3,3,0,24,29.8,7,98
2024-01-28,1,1007,3,3,0,24,11.32,7,92
2024-01-28,1,1008,3,3,0,24,27.77,6,90
2024-01-28,1,1009,3,2,1,24,27.44,9,43
2024-01-28,1,1010,0,0,0,24,36.34,8,82
2024-01-28,1,1011,0,0,0,24,16.28,6,83
2024-01-28,1,1012,5,5,0,24,30.97,7,70
2024-01-28,1,1013,2,1,1,24,17.3,8,76
2024-01-28,1,1014,2,2,0,24,22.81,7,76
2024-01-28,1,1015,3,3,0,24,23.4,5,79
2024-01-28,1,1016,2,2,0,24,22.09,9,89
2024-01-28,1,1017,1,0,1,24,14.32,2,84
2024-01-28,1,1018,1,1,0,24,22.14,5,74
2024-01-28,1,1019,4,4,0,24,14.07,4,57
2024-01-28,1,1020,1,1,0,24,30.67,3,76
2024-01-28,2,1001,3,3,0,24,9.26,6,96
2024-01-28,2,1002,4,3,1,24,29.66,5,78
2024-01-28,2,1003,1,1,0,24,15.18,8,69
2024-01-28,2,1004,1,1,0,24,18.85,6,83
2024-01-28,2,1005,2,1,1,24,19.6,9,74
2024-01-28,2,1006,2,2,0,24,15.4,10,62
2024-01-28,2,1007,3,3,0,24,20.52,8,72
2024-01-28,2,1008,2,2,0,24,26.95,10,78
2024-01-28,2,1009,2,2,0,24,20.98,6,65
2024-01-28,2,1010,0,0,0,24,24.08,3,89
2024-01-28,2,1011,1,1,0,24,16.77,4,87
2024-01-28,2,1012,0,0,0,24,14.15,7,90
2024-01-28,2,1013,1,1,0,24,15.82,5,74
2024-01-28,2,1014,3,3,0,24,20.21,6,74
2024-01-28,2,1015,1,1,0,24,21.93,9,76
2024-01-28,2,1016,1,0,1,24,18.55,5,74
2024-01-28,2,1017,3,3,0,24,25.08,6,92
2024-01-28,2,1018,4,3,1,24,27.29,4,93
2024-01-28,2,1019,2,2,0,24,16.62,6,93
2024-01-28,2,1020,4,3,1,24,17.17,2,81
2024-01-28,3,1001,5,5,0,24,30.3,9,69
2024-01-28,3,1002,3,2,1,24,23.36,8,81
2024-01-28,3,1003,3,1,2,24,16.52,5,92
2024-01-28,3,1004,1,1,0,24,20.97,6,73
2024-01-28,3,1005,2,2,0,24,15.65,10,82
2024-01-28,3,1006,1,1,0,24,11.79,3,72
2024-01-28,3,1007,4,4,0,24,31.88,4,77
2024-01-28,3,1008,2,2,0,24,25.57,9,72
2024-01-28,3,1009,1,1,0,24,27.72,7,71
2024-01-28,3,1010,4,3,1,24,24.63,8,79
2024-01-28,3,1011,4,4,0,24,14.75,8,77
2024-01-28,3,1012,3,3,0,24,13.3,8,73
2024-01-28,3,1013,0,0,0,24,28.26,8,78
2024-01-28,3,1014,1,1,0,24,14.21,7,81
2024-01-28,3,1015,5,5,0,24,20.19,5,78
2024-01-28,3,1016,0,0,0,24,12.55,6,78
2024-01-28,3,1017,2,2,0,24,17.51,3,73
2024-01-28,3,1018,0,0,0,24,17.5,10,90
2024-01-28,3,1019,0,0,0,24,19.37,8,92
2024-01-28,3,1020,2,2,0,24,17.46,5,76
2024-01-29,1,1001,0,0,0,24,20.68,6,66
2024-01-29,1,1002,2,1,1,24,32.19,7,69
2024-01-29,1,1003,2,2,0,24,27.94,5,92
2024-01-29,1,1004,0,0,0,24,14.75,5,81
2024-01-29,1,1005,1,1,0,24,25.23,6,92
2024-01-29,1,1006,0,0,0,24,16.69,3,89
2024-01-29,1,1007,3,2,1,24,20.69,3,75
2024-01-29,1,1008,1,1,0,24,21.99,9,93
2024-01-29,1,1009,2,2,0,24,19.4,5,82
2024-01-29,1,1010,1,1,0,24,24.35,7,92
2024-01-29,1,1011,2,2,0,24,32.54,10,87
2024-01-29,1,1012,2,2,0,24,21.77,6,71
2024-01-29,1,1013,5,5,0,24,22.24,10,68
2024-01-29,1,1014,2,1,1,24,21.24,1,78
2024-01-29,1,1015,1,1,0,24,29.4,5,77
2024-01-29,1,1016,1,1,0,24,19.49,4,90
2024-01-29,1,1017,4,4,0,24,17.2,8,70
2024-01-29,1,1018,0,0,0,24,35.19,10,100
2024-01-29,1,1019,1,1,0,24,35.14,4,89
2024-01-29,1,1020,3,3,0,24,25.15,5,80
2024-01-29,2,1001,4,4,0,24,23.09,10,61
2024-01-29,2,1002,2,2,0,24,14.39,6,82
2024-01-29,2,1003,0,0,0,24,25.73,9,100
2024-01-29,2,1004,4,4,0,24,30.97,6,85
2024-01-29,2,1005,3,3,0,24,25.4,10,90
2024-01-29,2,1006,1,1,0,24,22.18,8,79
2024-01-29,2,1007,1,1,0,24,28.81,4,85
2024-01-29,2,1008,1,1,0,24,24.46,2,75
2024-01-29,2,1009,1,1,0,24,20.28,10,80
2024-01-29,2,1010,1,0,1,24,25.33,6,75
2024-01-29,2,1011,3,3,0,24,15.17,10,74
2024-01-29,2,1012,2,2,0,24,20.48,6,72
2024-01-29,2,1013,2,2,0,24,22.66,5,84
2024-01-29,2,1014,2,1,1,24,18.94,4,74
2024-01-29,2,1015,1,1,0,24,17.12,7,96
2024-01-29,2,1016,5,4,1,24,27.85,7,98
2024-01-29,2,1017,3,3,0,24,19.11,7,87
2024-01-29,2,1018,3,3,0,24,14.42,7,75
2024-01-29,2,1019,1,1,0,24,17.05,6,81
2024-01-29,2,1020,4,3,1,24,15.29,4,85
2024-01-29,3,1001,1,1,0,24,15.94,7,83
2024-01-29,3,1002,1,0,1,24,26.69,4,83
2024-01-29,3,1003,2,2,0,24,23.16,9,56
2024-01-29,3,1004,2,2,0,24,21.66,7,72
2024-01-29,3,1005,1,1,0,24,22.81,9,86
2024-01-29,3,1006,2,2,0,24,25.19,6,68
2024-01-29,3,1007,2,2,0,24,18.45,7,63
2024-01-29,3,1008,4,3,1,24,21.34,6,63
2024-01-29,3,1009,0,0,0,24,14.68,4,82
2024-01-29,3,1010,2,1,1,24,25.19,5,86
2024-01-29,3,1011,1,1,0,24,23.69,7,89
2024-01-29,3,1012,4,2,2,24,37.66,10,80
2024-01-29,3,1013,3,3,0,24,20.86,8,82
2024-01-29,3,1014,1,1,0,24,16.28,3,71
2024-01-29,3,1015,3,3,0,24,14.34,6,81
2024-01-29,3,1016,2,2,0,24,25.8,6,74
2024-01-29,3,1017,2,2,0,24,28.19,4,81
2024-01-29,3,1018,2,2,0,24,29.58,8,84
2024-01-29,3,1019,2,2,0,24,22.23,2,72
2024-01-29,3,1020,4,2,2,24,27.08,7,92
2024-01-30,1,1001,2,2,0,24,30.0,9,91
2024-01-30,1,1002,2,2,0,24,28.43,10,85
2024-01-30,1,1003,1,0,1,24,21.28,5,92
2024-01-30,1,1004,2,2,0,24,24.24,9,83
2024-01-30,1,1005,4,3,1,24,23.12,7,82
2024-01-30,1,1006,0,0,0,24,28.86,8,92
2024-01-30,1,1007,4,3,1,24,15.31,8,75
2024-01-30,1,1008,3,3,0,24,30.02,9,78
2024-01-30,1,1009,0,0,0,24,22.73,3,85
2024-01-30,1,1010,1,1,0,24,16.52,8,89
2024-01-30,1,1011,5,5,0,24,18.34,5,84
2024-01-30,1,1012,2,1,1,24,15.36,2,86
2024-01-30,1,1013,1,1,0,24,29.2,10,91
2024-01-30,1,1014,3,3,0,24,24.07,4,72
2024-01-30,1,1015,2,2,0,24,18.32,5,88
2024-01-30,1,1016,1,1,0,24,2.81,6,73
2024-01-30,1,1017,0,0,0,24,16.71,5,72
2024-01-30,1,1018,1,1,0,24,16.64,5,77
2024-01-30,1,1019,2,2,0,24,28.29,4,79
2024-01-30,1,1020,0,0,0,24,17.04,10,74
2024-01-30,2,1001,3,3,0,24,16.26,7,88
2024-01-30,2,1002,0,0,0,24,31.16,5,100
2024-01-30,2,1003,1,0,1,24,21.71,6,78
2024-01-30,2,1004,7,7,0,24,30.84,8,64
2024-01-30,2,1005,5,5,0,24,12.37,10,70
2024-01-30,2,1006,3,2,1,24,19.76,6,84
2024-01-30,2,1007,4,4,0,24,28.54,8,86
2024-01-30,2,1008,1,1,0,24,19.63,4,71
2024-01-30,2,1009,2,2,0,24,17.82,9,82
2024-01-30,2,1010,1,1,0,24,24.41,9,75
2024-01-30,2,1011,1,1,0,24,18.87,8,89
2024-01-30,2,1012,0,0,0,24,18.0,7,71
2024-01-30,2,1013,0,0,0,24,26.71,4,90
2024-01-30,2,1014,1,1,0,24,16.5,3,71
2024-01-30,2,1015,0,0,0,24,21.55,6,74
2024-01-30,2,1016,0,0,0,24,23.65,6,75
2024-01-30,2,1017,6,6,0,24,26.67,7,70
2024-01-30,2,1018,2,2,0,24,28.44,3,74
2024-01-30,2,1019,2,1,1,24,32.24,7,91
2024-01-30,2,1020,3,3,0,24,22.5,7,67
2024-01-30,3,1001,3,2,1,24,20.21,8,75
2024-01-30,3,1002,1,1,0,24,21.74,9,93
2024-01-30,3,1003,5,5,0,24,20.78,3,89
2024-01-30,3,1004,1,1,0,24,27.36,6,72
2024-01-30,3,1005,4,4,0,24,15.74,9,75
2024-01-30,3,1006,2,2,0,24,32.64,5,78
2024-01-30,3,1007,5,5,0,24,10.57,9,79
2024-01-30,3,1008,4,3,1,24,21.47,5,81
2024-01-30,3,1009,1,1,0,24,21.06,9,86
2024-01-30,3,1010,2,2,0,24,22.26,8,79
2024-01-30,3,1011,3,3,0,24,24.48,6,63
2024-01-30,3,1012,4,4,0,24,14.13,4,74
2024-01-30,3,1013,2,2,0,24,29.25,7,83
2024-01-30,3,1014,0,0,0,24,30.16,8,87
2024-01-30,3,1015,0,0,0,24,24.22,8,84
2024-01-30,3,1016,2,1,1,24,16.73,8,81
2024-01-30,3,1017,2,2,0,24,36.12,9,83
2024-01-30,3,1018,1,1,0,24,18.77,8,87
2024-01-30,3,1019,0,0,0,24,31.25,8,76
2024-01-30,3,1020,2,2,0,24,19.74,6,75
2024-01-31,1,1001,3,3,0,24,28.54,6,72
2024-01-31,1,1002,1,1,0,24,27.23,5,90
2024-01-31,1,1003,2,2,0,24,25.68,5,90
2024-01-31,1,1004,1,0,1,24,23.67,8,64
2024-01-31,1,1005,1,1,0,24,22.41,7,89
2024-01-31,1,1006,1,1,0,24,19.9,7,68
2024-01-31,1,1007,2,2,0,24,13.85,6,77
2024-01-31,1,1008,3,3,0,24,22.58,3,76
2024-01-31,1,1009,1,1,0,24,8.78,8,77
2024-01-31,1,1010,0,0,0,24,22.33,8,82
2024-01-31,1,1011,1,1,0,24,22.87,4,82
2024-01-31,1,1012,3,3,0,24,15.15,10,78
2024-01-31,1,1013,2,2,0,24,27.48,9,64
2024-01-31,1,1014,3,3,0,24,26.57,9,77
2024-01-31,1,1015,3,3,0,24,18.49,6,97
2024-01-31,1,1016,0,0,0,24,24.0,9,74
2024-01-31,1,1017,3,3,0,24,23.58,4,83
2024-01-31,1,1018,2,2,0,24,12.63,5,78
2024-01-31,1,1019,2,2,0,24,24.37,7,83
2024-01-31,1,1020,1,1,0,24,30.34,8,81
2024-01-31,2,1001,0,0,0,24,22.99,8,100
2024-01-31,2,1002,3,3,0,24,25.92,5,72
2024-01-31,2,1003,2,2,0,24,14.41,7,92
2024-01-31,2,1004,1,1,0,24,16.01,6,100
2024-01-31,2,1005,1,0,1,24,33.14,7,74
2024-01-31,2,1006,0,0,0,24,23.3,7,86
2024-01-31,2,1007,2,2,0,24,10.2,4,72
2024-01-31,2,1008,2,1,1,24,19.24,5,67
2024-01-31,2,1009,2,2,0,24,17.13,6,75
2024-01-31,2,1010,2,2,0,24,23.01,6,84
2024-01-31,2,1011,1,1,0,24,29.74,3,75
2024-01-31,2,1012,3,3,0,24,35.92,4,79
2024-01-31,2,1013,3,3,0,24,13.7,7,71
2024-01-31,2,1014,2,2,0,24,8.18,8,72
2024-01-31,2,1015,1,1,0,24,25.88,4,69
2024-01-31,2,1016,2,1,1,24,21.84,9,79
2024-01-31,2,1017,4,4,0,24,26.24,10,73
2024-01-31,2,1018,4,3,1,24,19.31,8,92
2024-01-31,2,1019,1,1,0,24,14.52,9,83
2024-01-31,2,1020,2,2,0,24,13.98,6,75
2024-01-31,3,1001,4,4,0,24,18.16,6,75
2024-01-31,3,1002,3,3,0,24,15.27,7,65
2024-01-31,3,1003,0,0,0,24,21.49,6,63
2024-01-31,3,1004,0,0,0,24,22.53,6,77
2024-01-31,3,1005,4,4,0,24,19.32,10,84
2024-01-31,3,1006,3,2,1,24,20.16,9,88
2024-01-31,3,1007,2,2,0,24,34.67,6,66
2024-01-31,3,1008,3,3,0,24,16.8,5,84
2024-01-31,3,1009,2,2,0,24,20.8,4,87
2024-01-31,3,1010,2,1,1,24,21.58,4,46
2024-01-31,3,1011,1,1,0,24,21.24,8,65
2024-01-31,3,1012,2,2,0,24,12.71,8,64
2024-01-31,3,1013,4,2,2,24,17.37,5,100
2024-01-31,3,1014,2,2,0,24,19.45,9,72
2024-01-31,3,1015,5,3,2,24,24.47,6,74
2024-01-31,3,1016,1,1,0,24,31.02,5,82
2024-01-31,3,1017,1,1,0,24,14.09,8,81
2024-01-31,3,1018,0,0,0,24,21.74,10,79
2024-01-31,3,1019,2,2,0,24,20.34,6,66
2024-01-31,3,1020,3,3,0,24,26.62,8,91
2024-02-01,1,1001,0,0,0,24,25.59,5,88
2024-02-01,1,1002,4,3,1,24,22.95,10,90
2024-02-01,1,1003,4,4,0,24,18.49,7,92
2024-02-01,1,1004,0,0,0,24,26.22,6,100
2024-02-01,1,1005,4,3,1,24,23.52,6,78
2024-02-01,1,1006,1,1,0,24,11.53,10,76
2024-02-01,1,1007,3,3,0,24,24.87,6,64
2024-02-01,1,1008,1,1,0,24,21.3,2,72
2024-02-01,1,1009,1,1,0,24,19.17,5,91
2024-02-01,1,1010,5,5,0,24,27.09,5,60
2024-02-01,1,1011,1,1,0,24,15.57,8,88
2024-02-01,1,1012,2,2,0,24,27.95,7,85
2024-02-01,1,1013,3,3,0,24,19.03,6,80
2024-02-01,1,1014,3,2,1,24,24.04,7,73
2024-02-01,1,1015,2,2,0,24,28.01,8,69
2024-02-01,1,1016,1,1,0,24,16.47,5,72
2024-02-01,1,1017,1,1,0,24,29.92,5,75
2024-02-01,1,1018,2,2,0,24,21.53,6,70
2024-02-01,1,1019,2,1,1,24,15.82,8,77
2024-02-01,1,1020,2,2,0,24,27.09,5,80
2024-02-01,2,1001,2,2,0,24,18.24,9,90
2024-02-01,2,1002,4,4,0,24,34.36,6,84
2024-02-01,2,1003,3,3,0,24,22.82,7,87
2024-02-01,2,1004,3,2,1,24,21.63,7,72
2024-02-01,2,1005,2,2,0,24,39.6,8,80
2024-02-01,2,1006,1,1,0,24,21.92,6,76
2024-02-01,2,1007,0,0,0,24,34.45,7,66
2024-02-01,2,1008,2,2,0,24,19.39,8,72
2024-02-01,2,1009,2,2,0,24,21.1,7,80
2024-02-01,2,1010,2,2,0,24,20.41,6,89
2024-02-01,2,1011,2,2,0,24,24.06,8,81
2024-02-01,2,1012,3,2,1,24,20.07,10,73
2024-02-01,2,1013,2,2,0,24,20.37,6,81
2024-02-01,2,1014,0,0,0,24,14.12,6,97
2024-02-01,2,1015,3,3,0,24,25.97,9,92
2024-02-01,2,1016,2,2,0,24,11.63,5,75
2024-02-01,2,1017,1,1,0,24,30.16,6,95
2024-02-01,2,1018,3,3,0,24,32.03,8,63
2024-02-01,2,1019,1,1,0,24,25.7,4,77
2024-02-01,2,1020,2,1,1,24,27.39,7,79
2024-02-01,3,1001,2,2,0,24,22.25,7,75
2024-02-01,3,1002,5,5,0,24,22.87,9,72
2024-02-01,3,1003,2,1,1,24,21.26,7,66
2024-02-01,3,1004,4,3,1,24,11.37,5,77
2024-02-01,3,1005,1,1,0,24,20.27,8,93
2024-02-01,3,1006,2,2,0,24,22.04,9,78
2024-02-01,3,1007,1,1,0,24,29.85,4,79
2024-02-01,3,1008,2,2,0,24,28.8,7,64
2024-02-01,3,1009,3,3,0,24,22.8,8,63
2024-02-01,3,1010,5,4,1,24,15.07,8,78
2024-02-01,3,1011,4,3,1,24,9.96,4,85
2024-02-01,3,1012,5,5,0,24,20.65,3,78
2024-02-01,3,1013,3,3,0,24,29.92,9,71
2024-02-01,3,1014,1,1,0,24,27.43,7,80
2024-02-01,3,1015,3,2,1,24,23.24,7,79
2024-02-01,3,1016,0,0,0,24,30.3,5,77
2024-02-01,3,1017,3,2,1,24,14.05,8,83
2024-02-01,3,1018,1,1,0,24,21.27,6,90
2024-02-01,3,1019,1,1,0,24,20.38,7,86
2024-02-01,3,1020,3,3,0,24,40.89,9,90
2024-02-02,1,1001,0,0,0,24,19.87,4,75
2024-02-02,1,1002,3,3,0,24,24.14,8,75
2024-02-02,1,1003,1,1,0,24,18.4,6,78
2024-02-02,1,1004,3,2,1,24,18.96,10,94
2024-02-02,1,1005,0,0,0,24,23.63,10,82
2024-02-02,1,1006,2,2,0,24,22.67,7,70
2024-02-02,1,1007,2,2,0,24,12.91,6,86
2024-02-02,1,1008,4,4,0,24,18.78,10,60
2024-02-02,1,1009,2,1,1,24,20.21,5,99
2024-02-02,1,1010,0,0,0,24,23.26,5,97
2024-02-02,1,1011,1,1,0,24,16.05,3,74
2024-02-02,1,1012,0,0,0,24,26.05,10,79
2024-02-02,1,1013,2,2,0,24,25.07,6,86
2024-02-02,1,1014,4,2,2,24,12.98,4,67
2024-02-02,1,1015,2,1,1,24,15.49,10,83
2024-02-02,1,1016,7,5,2,24,20.96,6,93
2024-02-02,1,1017,0,0,0,24,21.46,7,74
2024-02-02,1,1018,3,3,0,24,26.78,4,78
2024-02-02,1,1019,1,1,0,24,14.53,8,84
2024-02-02,1,1020,0,0,0,24,21.9,4,70
2024-02-02,2,1001,0,0,0,24,23.05,7,79
2024-02-02,2,1002,2,1,1,24,16.25,5,86
2024-02-02,2,1003,2,2,0,24,15.17,8,75
2024-02-02,2,1004,3,3,0,24,23.71,5,62
2024-02-02,2,1005,1,1,0,24,25.85,6,85
2024-02-02,2,1006,3,3,0,24,30.07,8,84
2024-02-02,2,1007,2,2,0,24,22.73,9,80
2024-02-02,2,1008,1,0,1,24,22.5,4,73
2024-02-02,2,1009,3,3,0,24,26.52,7,100
2024-02-02,2,1010,1,1,0,24,17.1,5,89
2024-02-02,2,1011,1,1,0,24,14.99,7,91
2024-02-02,2,1012,2,2,0,24,20.58,10,97
2024-02-02,2,1013,2,2,0,24,16.97,9,81
2024-02-02,2,1014,3,3,0,24,29.7,5,72
2024-02-02,2,1015,2,2,0,24,20.34,9,86
2024-02-02,2,1016,3,3,0,24,27.69,8,78
2024-02-02,2,1017,2,2,0,24,32.36,9,65
2024-02-02,2,1018,2,2,0,24,16.97,10,80
2024-02-02,2,1019,2,2,0,24,22.7,7,64
2024-02-02,2,1020,0,0,0,24,13.35,5,92
2024-02-02,3,1001,2,2,0,24,20.06,9,79
2024-02-02,3,1002,3,3,0,24,20.75,6,83
2024-02-02,3,1003,1,1,0,24,13.52,6,76
2024-02-02,3,1004,1,1,0,24,17.79,5,72
2024-02-02,3,1005,2,1,1,24,20.37,7,61
2024-02-02,3,1006,1,1,0,24,17.05,4,85
2024-02-02,3,1007,1,1,0,24,26.19,6,93
2024-02-02,3,1008,0,0,0,24,16.57,6,71
2024-02-02,3,1009,3,3,0,24,27.74,6,80
2024-02-02,3,1010,1,1,0,24,27.74,8,83
2024-02-02,3,1011,0,0,0,24,9.13,9,81
2024-02-02,3,1012,0,0,0,24,18.2,5,60
2024-02-02,3,1013,1,1,0,24,17.09,8,65
2024-02-02,3,1014,1,1,0,24,21.43,5,85
2024-02-02,3,1015,4,3,1,24,32.8,7,95
2024-02-02,3,1016,4,2,2,24,21.58,4,72
2024-02-02,3,1017,1,0,1,24,16.59,5,70
2024-02-02,3,1018,3,2,1,24,27.68,7,86
2024-02-02,3,1019,2,2,0,24,31.21,9,70
2024-02-02,3,1020,4,4,0,24,25.97,4,71
2024-02-03,1,1001,2,2,0,24,23.71,5,87
2024-02-03,1,1002,3,3,0,24,18.06,5,94
2024-02-03,1,1003,1,1,0,24,22.49,9,72
2024-02-03,1,1004,3,3,0,24,28.71,6,100
2024-02-03,1,1005,1,1,0,24,18.76,3,68
2024-02-03,1,1006,4,3,1,24,18.27,9,93
2024-02-03,1,1007,5,5,0,24,27.58,7,84
2024-02-03,1,1008,1,1,0,24,29.44,4,70
2024-02-03,1,1009,3,3,0,24,23.01,8,92
2024-02-03,1,1010,3,2,1,24,26.18,8,78
2024-02-03,1,1011,4,4,0,24,25.27,3,94
2024-02-03,1,1012,4,3,1,24,31.52,4,62
2024-02-03,1,1013,3,3,0,24,25.56,6,52
2024-02-03,1,1014,4,3,1,24,29.52,8,79
2024-02-03,1,1015,3,3,0,24,21.35,7,99
2024-02-03,1,1016,1,1,0,24,23.72,4,72
2024-02-03,1,1017,4,4,0,24,26.52,9,70
2024-02-03,1,1018,5,4,1,24,15.89,6,68
2024-02-03,1,1019,1,1,0,24,24.55,7,75
2024-02-03,1,1020,2,1,1,24,15.17,4,70
2024-02-03,2,1001,3,3,0,24,23.99,10,83
2024-02-03,2,1002,1,1,0,24,15.13,3,81
2024-02-03,2,1003,0,0,0,24,17.49,8,68
2024-02-03,2,1004,2,2,0,24,13.73,5,73
2024-02-03,2,1005,1,1,0,24,21.87,6,79
2024-02-03,2,1006,2,2,0,24,23.04,6,70
2024-02-03,2,1007,0,0,0,24,19.56,8,88
2024-02-03,2,1008,3,2,1,24,16.43,5,86
2024-02-03,2,1009,2,2,0,24,23.87,7,88
2024-02-03,2,1010,3,3,0,24,21.15,4,83
2024-02-03,2,1011,2,1,1,24,17.3,6,66
2024-02-03,2,1012,0,0,0,24,22.98,3,92
2024-02-03,2,1013,2,2,0,24,25.17,7,70
2024-02-03,2,1014,0,0,0,24,21.5,4,78
2024-02-03,2,1015,4,4,0,24,12.13,8,81
2024-02-03,2,1016,3,3,0,24,15.96,9,60
2024-02-03,2,1017,0,0,0,24,21.51,5,86
2024-02-03,2,1018,1,1,0,24,22.69,8,79
2024-02-03,2,1019,0,0,0,24,21.09,7,61
2024-02-03,2,1020,3,3,0,24,31.95,7,73
2024-02-03,3,1001,3,3,0,24,20.63,7,80
2024-02-03,3,1002,5,4,1,24,33.36,5,84
2024-02-03,3,1003,1,1,0,24,29.97,5,61
2024-02-03,3,1004,1,1,0,24,19.92,4,93
2024-02-03,3,1005,4,3,1,24,23.51,3,81
2024-02-03,3,1006,2,1,1,24,21.59,8,84
2024-02-03,3,1007,1,1,0,24,20.67,3,87
2024-02-03,3,1008,1,1,0,24,19.34,5,85
2024-02-03,3,1009,1,1,0,24,30.87,5,88
2024-02-03,3,1010,5,4,1,24,15.9,5,74
2024-02-03,3,1011,2,2,0,24,26.97,6,92
2024-02-03,3,1012,1,0,1,24,21.04,6,72
2024-02-03,3,1013,2,2,0,24,19.16,8,74
2024-02-03,3,1014,2,2,0,24,27.74,5,64
2024-02-03,3,1015,4,4,0,24,32.24,8,66
2024-02-03,3,1016,1,0,1,24,28.35,8,80
2024-02-03,3,1017,0,0,0,24,22.57,8,77
2024-02-03,3,1018,0,0,0,24,23.9,7,82
2024-02-03,3,1019,1,1,0,24,18.6,7,88
2024-02-03,3,1020,4,4,0,24,18.95,3,83
2024-02-04,1,1001,0,0,0,24,20.78,8,88
2024-02-04,1,1002,3,2,1,24,12.88,9,95
2024-02-04,1,1003,2,2,0,24,19.55,4,77
2024-02-04,1,1004,0,0,0,24,28.6,7,78
2024-02-04,1,1005,0,0,0,24,27.9,7,72
2024-02-04,1,1006,3,2,1,24,22.33,8,92
2024-02-04,1,1007,3,3,0,24,20.97,6,84
2024-02-04,1,1008,2,2,0,24,15.37,5,78
2024-02-04,1,1009,3,2,1,24,33.53,4,100
2024-02-04,1,1010,2,2,0,24,20.33,5,81
2024-02-04,1,1011,1,1,0,24,26.85,5,80
2024-02-04,1,1012,3,1,2,24,13.86,9,91
2024-02-04,1,1013,1,1,0,24,32.28,10,54
2024-02-04,1,1014,3,2,1,24,28.34,6,79
2024-02-04,1,1015,2,2,0,24,20.45,6,81
2024-02-04,1,1016,2,2,0,24,16.4,7,79
2024-02-04,1,1017,1,1,0,24,22.44,8,80
2024-02-04,1,1018,1,1,0,24,30.48,4,77
2024-02-04,1,1019,2,0,2,24,30.5,8,90
2024-02-04,1,1020,0,0,0,24,7.82,7,76
2024-02-04,2,1001,0,0,0,24,15.96,7,77
2024-02-04,2,1002,4,4,0,24,30.92,7,77
2024-02-04,2,1003,3,3,0,24,18.77,9,89
2024-02-04,2,1004,3,3,0,24,26.73,6,61
2024-02-04,2,1005,0,0,0,24,7.39,7,68
2024-02-04,2,1006,1,1,0,24,29.18,8,79
2024-02-04,2,1007,2,2,0,24,29.5,4,57
2024-02-04,2,1008,1,1,0,24,22.61,6,81
2024-02-04,2,1009,4,3,1,24,25.01,5,81
2024-02-04,2,1010,6,6,0,24,14.37,4,66
2024-02-04,2,1011,2,2,0,24,23.89,4,77
2024-02-04,2,1012,3,3,0,24,23.41,7,99
