Date,CompanyID,ProcessID,TaxAmount,TaxAdjustments,OperationalVolume,CycleTimeHours
2024-07-16,1,20,44491.62,1163.45,119,8.44
2024-07-16,1,30,47998.22,-23.99,134,6.04
2024-07-16,2,10,58324.47,3168.99,123,6.42
2024-07-16,2,20,58313.78,2043.93,132,8.42
2024-07-16,2,30,57762.85,-1368.88,134,5.34
2024-07-16,3,10,46537.61,3030.83,137,10.29
2024-07-16,3,20,65296.21,-2271.27,114,9.02
2024-07-16,3,30,42607.15,3234.09,110,6.46
2024-07-17,1,10,53026.34,-3940.62,122,3.59
2024-07-17,1,20,47353.21,493.81,136,5.75
2024-07-17,1,30,56754.25,-275.48,125,9.56
2024-07-17,2,10,35909.57,136.64,128,8.25
2024-07-17,2,20,59557.16,3327.97,119,7.35
2024-07-17,2,30,60315.57,769.93,113,9.6
2024-07-17,3,10,49190.64,2387.22,125,7.32
2024-07-17,3,20,60825.1,847.02,140,4.79
2024-07-17,3,30,29752.65,1662.42,121,9.74
2024-07-18,1,10,53926.05,4074.42,126,8.29
2024-07-18,1,20,56126.42,403.48,148,9.06
2024-07-18,1,30,48565.29,-69.13,127,9.81
2024-07-18,2,10,48754.25,-2360.92,119,11.18
2024-07-18,2,20,42947.14,3488.62,123,9.33
2024-07-18,2,30,66978.09,-1748.4,139,7.78
2024-07-18,3,10,44567.72,2215.44,117,9.13
2024-07-18,3,20,56279.89,-1601.18,123,7.38
2024-07-18,3,30,52304.05,-276.67,134,7.25
2024-07-19,1,10,54957.77,-466.42,120,7.1
2024-07-19,1,20,48430.39,-3138.78,113,6.73
2024-07-19,1,30,67737.45,-2964.79,106,6.5
2024-07-19,2,10,68241.1,4102.49,137,6.61
2024-07-19,2,20,26544.88,-620.79,92,9.76
2024-07-19,2,30,56487.07,-1312.19,112,10.54
2024-07-19,3,10,51960.02,2923.43,128,9.94
2024-07-19,3,20,34456.9,-128.68,125,7.09
2024-07-19,3,30,50629.49,1559.66,122,7.25
2024-07-20,1,10,68822.23,2867.67,128,5.25
2024-07-20,1,20,63886.93,-342.99,132,6.53
2024-07-20,1,30,61471.23,-2407.83,114,8.45
2024-07-20,2,10,58151.53,-1420.27,114,3.77
2024-07-20,2,20,44913.19,-1028.18,116,9.8
2024-07-20,2,30,65074.37,2375.43,143,6.37
2024-07-20,3,10,36155.52,800.34,132,3.97
2024-07-20,3,20,39597.38,-59.38,98,8.97
2024-07-20,3,30,59207.69,169.73,143,9.37
2024-07-21,1,10,55815.1,534.95,125,8.76
2024-07-21,1,20,66112.66,1767.21,102,5.27
2024-07-21,1,30,56196.76,-2490.1,123,7.23
2024-07-21,2,10,42726.99,1413.01,132,7.96
2024-07-21,2,20,67042.22,1184.23,111,6.59
2024-07-21,2,30,58635.19,-687.51,106,8.24
2024-07-21,3,10,72428.8,-1508.6,132,4.67
2024-07-21,3,20,25979.12,415.72,99,8.27
2024-07-21,3,30,53551.2,270.86,117,7.15
2024-07-22,1,10,30114.28,555.96,130,6.31
2024-07-22,1,20,62695.53,163.69,109,4.46
2024-07-22,1,30,46391.91,-551.79,111,5.55
2024-07-22,2,10,24122.66,-742.51,109,9.96
2024-07-22,2,20,45356.85,677.52,122,7.74
2024-07-22,2,30,38770.03,-2151.79,136,5.75
2024-07-22,3,10,74547.85,-233.14,126,8.43
2024-07-22,3,20,38280.56,320.54,107,7.15
2024-07-22,3,30,40812.67,1129.55,113,9.37
2024-07-23,1,10,47323.69,564.07,112,7.69
2024-07-23,1,20,55202.75,-3430.36,118,9.65
2024-07-23,1,30,36947.02,-247.78,122,5.76
2024-07-23,2,10,57714.27,-2008.68,118,8.25
2024-07-23,2,20,45603.9,353.52,146,8.04
2024-07-23,2,30,38160.09,-1977.06,119,12.48
2024-07-23,3,10,66982.45,3683.63,115,7.71
2024-07-23,3,20,54168.77,-398.13,118,8.37
2024-07-23,3,30,52851.71,-2421.49,135,6.12
2024-07-24,1,10,43443.11,-2325.88,134,7.29
2024-07-24,1,20,55524.99,-279.08,116,8.51
2024-07-24,1,30,47258.33,1334.13,117,4.91
2024-07-24,2,10,56404.34,2985.91,130,7.22
2024-07-24,2,20,67753.78,1634.93,129,6.17
2024-07-24,2,30,57507.02,-446.54,117,7.39
2024-07-24,3,10,66429.13,-450.7,138,11.33
2024-07-24,3,20,68294.21,-889.89,111,11.2
2024-07-24,3,30,60702.09,-38.64,113,8.2
2024-07-25,1,10,41780.15,1602.36,125,9.53
2024-07-25,1,20,62880.95,-310.84,114,5.69
2024-07-25,1,30,53661.81,2296.18,135,8.68
2024-07-25,2,10,34420.09,-427.85,120,6.05
2024-07-25,2,20,29592.47,-1469.49,100,7.61
2024-07-25,2,30,57990.53,-2071.21,129,9.76
2024-07-25,3,10,44761.82,2143.36,143,8.59
2024-07-25,3,20,41846.66,-58.7,109,8.79
2024-07-25,3,30,59288.27,-14.96,131,8.43
2024-07-26,1,10,53547.99,-603.05,113,5.03
2024-07-26,1,20,47679.91,1793.59,119,8.84
2024-07-26,1,30,36456.39,-367.08,118,7.77
2024-07-26,2,10,48774.76,75.11,124,8.8
2024-07-26,2,20,40543.08,-1793.17,110,9.15
2024-07-26,2,30,61075.73,-1041.26,123,4.8
2024-07-26,3,10,67881.65,-671.57,122,5.69
2024-07-26,3,20,48711.46,3211.36,115,7.72
2024-07-26,3,30,53627.87,4071.06,117,11.98
2024-07-27,1,10,58366.86,-695.05,96,5.69
2024-07-27,1,20,65374.86,-2525.73,121,5.54
2024-07-27,1,30,58798.15,2756.29,133,6.02
2024-07-27,2,10,45881.7,3064.76,127,8.84
2024-07-27,2,20,72177.31,1080.04,104,10.12
2024-07-27,2,30,46117.82,3225.96,137,9.46
2024-07-27,3,10,49001.94,2754.67,132,3.62
2024-07-27,3,20,32933.19,1211.03,120,8.13
2024-07-27,3,30,56845.83,1988.83,108,10.44
2024-07-28,1,10,74162.65,-3046.34,134,6.94
2024-07-28,1,20,42667.99,1592.68,134,8.0
2024-07-28,1,30,47873.98,-858.07,103,4.59
2024-07-28,2,10,43808.23,833.75,102,9.32
2024-07-28,2,20,52786.33,-590.11,126,7.07
2024-07-28,2,30,66774.13,2382.35,136,6.92
2024-07-28,3,10,48775.92,1877.94,130,7.87
2024-07-28,3,20,53271.6,684.45,115,5.8
2024-07-28,3,30,50534.84,2209.99,110,7.24
2024-07-29,1,10,37680.49,-916.27,116,7.81
2024-07-29,1,20,45338.24,-342.36,137,7.87
2024-07-29,1,30,29489.28,783.4,139,7.82
2024-07-29,2,10,69323.52,1236.14,115,8.69
2024-07-29,2,20,68448.76,2828.22,114,3.03
2024-07-29,2,30,44501.32,-981.22,118,7.43
2024-07-29,3,10,62630.57,-3685.87,115,8.49
2024-07-29,3,20,60638.95,2426.36,116,9.07
2024-07-29,3,30,64478.43,538.11,130,6.2
2024-07-30,1,10,45038.62,1877.91,111,4.94
2024-07-30,1,20,44101.47,-1254.1,121,4.46
2024-07-30,1,30,50234.55,137.81,144,7.73
2024-07-30,2,10,56436.67,-3342.29,114,6.32
2024-07-30,2,20,35448.11,-27.01,119,5.79
2024-07-30,2,30,54601.46,-1982.18,104,10.66
2024-07-30,3,10,29893.03,-1613.04,133,11.35
2024-07-30,3,20,52628.86,-950.78,110,6.33
2024-07-30,3,30,36849.55,5536.75,105,7.5
2024-07-31,1,10,57332.85,-1532.93,122,6.13
2024-07-31,1,20,58081.67,3574.48,114,7.13
2024-07-31,1,30,37987.89,2066.38,124,6.7
2024-07-31,2,10,27599.59,-925.47,131,7.39
2024-07-31,2,20,39880.42,1404.06,121,8.4
2024-07-31,2,30,19740.74,40.24,131,9.78
2024-07-31,3,10,31196.49,814.18,126,11.91
2024-07-31,3,20,38061.72,-1519.6,112,6.58
2024-07-31,3,30,55054.97,1693.68,105,9.07
2024-08-01,1,10,28779.01,1660.32,127,8.75
2024-08-01,1,20,73082.16,-1906.08,134,10.16
2024-08-01,1,30,48965.39,-569.58,110,6.01
2024-08-01,2,10,44613.1,-812.22,108,8.19
2024-08-01,2,20,30623.0,-1594.88,122,10.15
2024-08-01,2,30,66928.31,-619.42,139,6.85
2024-08-01,3,10,60460.43,2782.92,115,7.58
2024-08-01,3,20,66761.12,889.94,121,8.06
2024-08-01,3,30,48058.79,1218.48,135,7.34
2024-08-02,1,10,37913.66,336.46,135,3.68
2024-08-02,1,20,55790.4,-790.09,130,8.62
2024-08-02,1,30,67087.45,2827.54,101,7.94
2024-08-02,2,10,51671.84,-646.15,114,10.67
2024-08-02,2,20,31930.01,-99.82,124,6.82
2024-08-02,2,30,53972.47,-4129.73,111,10.44
2024-08-02,3,10,49973.14,-2134.87,126,5.48
2024-08-02,3,20,37936.22,-1591.44,126,11.49
2024-08-02,3,30,48564.09,3028.56,127,7.56
2024-08-03,1,10,49624.86,1273.82,140,7.05
2024-08-03,1,20,58582.84,-786.7,132,4.83
2024-08-03,1,30,47512.21,-2395.92,126,7.15
2024-08-03,2,10,49580.7,-1814.65,130,9.12
2024-08-03,2,20,45144.34,-2448.77,139,6.21
2024-08-03,2,30,51293.12,-499.79,121,8.58
2024-08-03,3,10,53362.83,-1955.88,120,6.78
2024-08-03,3,20,60353.06,-1660.14,121,7.44
2024-08-03,3,30,42357.48,228.95,116,7.78
2024-08-04,1,10,28901.49,-502.24,118,6.06
2024-08-04,1,20,50954.95,-1600.45,116,6.89
2024-08-04,1,30,45420.43,1480.25,103,7.65
2024-08-04,2,10,54989.63,1555.6,125,6.54
2024-08-04,2,20,62545.52,-402.84,121,8.76
2024-08-04,2,30,49512.73,1073.61,148,5.5
2024-08-04,3,10,67203.6,-3719.33,100,6.63
2024-08-04,3,20,48868.77,-3716.58,128,6.98
2024-08-04,3,30,53260.2,3181.59,120,8.24
2024-08-05,1,10,62528.3,-2817.92,111,8.55
2024-08-05,1,20,48055.25,2390.35,124,7.04
2024-08-05,1,30,53226.21,-865.32,117,8.78
2024-08-05,2,10,64913.92,1454.34,113,8.13
2024-08-05,2,20,69981.71,351.15,131,5.95
2024-08-05,2,30,48547.75,1454.34,122,7.19
2024-08-05,3,10,59949.79,1958.52,119,7.5
2024-08-05,3,20,72174.4,2381.06,109,7.6
2024-08-05,3,30,45143.65,1907.52,124,12.34
2024-08-06,1,10,35732.71,883.52,112,8.35
2024-08-06,1,20,48176.59,-3051.32,128,6.81
2024-08-06,1,30,40421.53,2037.07,113,5.42
2024-08-06,2,10,46381.04,1566.31,104,6.86
2024-08-06,2,20,58055.24,1492.05,119,6.74
2024-08-06,2,30,25358.16,-860.86,114,12.02
2024-08-06,3,10,43104.78,-671.56,124,7.37
2024-08-06,3,20,40358.79,940.03,129,8.21
2024-08-06,3,30,75876.2,-761.39,125,7.25
2024-08-07,1,10,43266.93,810.07,118,6.31
2024-08-07,1,20,37015.79,-677.34,123,10.93
2024-08-07,1,30,33089.41,2298.97,121,4.85
2024-08-07,2,10,25290.07,1597.0,134,9.75
2024-08-07,2,20,46258.57,206.24,125,7.1
2024-08-07,2,30,56837.11,-648.35,119,3.6
2024-08-07,3,10,65224.57,1714.32,100,11.05
2024-08-07,3,20,32880.21,998.22,120,8.26
2024-08-07,3,30,57628.72,-900.74,114,8.81
2024-08-08,1,10,62324.73,-1295.74,113,8.72
2024-08-08,1,20,43881.27,364.34,99,9.78
2024-08-08,1,30,52219.55,4803.17,115,6.27
2024-08-08,2,10,74481.61,-596.31,120,6.62
2024-08-08,2,20,49181.57,-2813.44,100,7.85
2024-08-08,2,30,67962.56,-3402.28,115,8.75
2024-08-08,3,10,56022.8,-57.63,104,8.63
2024-08-08,3,20,52579.79,2246.85,104,9.35
2024-08-08,3,30,55043.22,2609.93,129,9.21
2024-08-09,1,10,27896.97,-103.91,121,8.56
2024-08-09,1,20,42897.49,2548.54,129,7.77
2024-08-09,1,30,45408.99,374.21,123,8.78
2024-08-09,2,10,57507.1,2969.28,114,5.95
2024-08-09,2,20,69073.3,1975.46,110,6.45
2024-08-09,2,30,27404.2,-3047.2,129,7.96
2024-08-09,3,10,53519.41,5060.74,112,7.54
2024-08-09,3,20,51486.88,1229.92,103,10.41
2024-08-09,3,30,32128.59,1174.12,138,8.01
2024-08-10,1,10,68694.87,1985.26,108,5.31
2024-08-10,1,20,37098.76,-2569.46,126,7.34
2024-08-10,1,30,53106.65,-2131.61,118,9.19
2024-08-10,2,10,42641.46,206.16,130,8.05
2024-08-10,2,20,50026.2,-2750.17,115,7.07
2024-08-10,2,30,54652.16,2539.23,125,5.51
2024-08-10,3,10,55022.17,-993.3,119,9.85
2024-08-10,3,20,54873.13,-2920.6,112,8.38
2024-08-10,3,30,48584.23,-2313.99,131,6.64
2024-08-11,1,10,63828.18,-2151.3,124,8.67
2024-08-11,1,20,59282.69,-991.41,132,7.75
2024-08-11,1,30,43386.61,396.43,116,8.65
2024-08-11,2,10,61196.8,127.08,99,9.41
2024-08-11,2,20,28714.7,-2849.53,120,7.58
2024-08-11,2,30,54799.96,331.72,129,9.67
2024-08-11,3,10,54421.97,-2219.5,132,8.65
2024-08-11,3,20,52315.88,3352.91,121,4.87
2024-08-11,3,30,42789.35,1645.36,93,8.67
2024-08-12,1,10,52163.66,-1912.27,106,6.82
2024-08-12,1,20,64940.49,1867.62,107,9.01
2024-08-12,1,30,59870.88,-2623.09,119,8.31
2024-08-12,2,10,61718.08,-1126.42,119,6.6
2024-08-12,2,20,48400.66,410.97,132,8.23
2024-08-12,2,30,50021.64,590.39,126,8.79
2024-08-12,3,10,47886.39,-3068.25,113,4.62
2024-08-12,3,20,42791.02,-2037.61,108,6.37
2024-08-12,3,30,75986.26,2109.24,110,10.05
2024-08-13,1,10,64022.96,-2213.74,113,10.67
2024-08-13,1,20,44828.05,-477.21,110,8.54
2024-08-13,1,30,53011.41,-1656.36,110,9.37
2024-08-13,2,10,58241.29,-1283.64,117,6.86
2024-08-13,2,20,57100.02,1111.48,115,12.11
2024-08-13,2,30,56369.62,-2146.38,129,8.23
2024-08-13,3,10,49642.8,117.22,109,5.54
2024-08-13,3,20,53825.7,-41.84,130,11.79
2024-08-13,3,30,33669.98,91.92,125,7.51
2024-08-14,1,10,56533.52,-2188.99,124,7.72
2024-08-14,1,20,45973.81,2503.89,107,9.83
2024-08-14,1,30,48362.93,-1556.62,112,7.11
2024-08-14,2,10,46756.76,1869.31,123,8.74
2024-08-14,2,20,61645.86,-2516.53,120,9.27
2024-08-14,2,30,77871.31,436.68,126,9.94
2024-08-14,3,10,57852.66,579.82,130,10.63
2024-08-14,3,20,43534.58,-2059.22,127,8.45
2024-08-14,3,30,29372.84,2093.91,104,8.09
2024-08-15,1,10,43749.29,1376.52,116,9.1
2024-08-15,1,20,57882.78,-1444.69,110,8.12
2024-08-15,1,30,51485.06,-2525.93,135,4.18
2024-08-15,2,10,43190.63,3603.06,100,12.04
2024-08-15,2,20,71974.13,-4686.08,113,6.77
2024-08-15,2,30,60413.67,454.81,131,6.22
2024-08-15,3,10,38470.65,783.76,138,5.93
2024-08-15,3,20,37152.0,-1568.64,128,9.38
2024-08-15,3,30,47185.91,-973.26,122,7.98
2024-08-16,1,10,39048.94,1402.78,99,9.69
2024-08-16,1,20,57245.38,3348.54,117,6.2
2024-08-16,1,30,44650.46,-1007.44,115,9.05
2024-08-16,2,10,52926.69,-742.92,117,4.45
2024-08-16,2,20,67203.5,382.9,113,9.32
2024-08-16,2,30,32016.37,-3996.69,125,6.59
2024-08-16,3,10,41858.06,-611.0,132,6.81
2024-08-16,3,20,51325.02,2001.64,115,6.44
2024-08-16,3,30,61063.24,1702.82,128,5.37
2024-08-17,1,10,44408.59,-2147.39,121,8.92
2024-08-17,1,20,68538.1,1208.19,126,10.72
2024-08-17,1,30,50777.5,491.0,127,7.49
2024-08-17,2,10,29544.54,-166.27,141,9.65
2024-08-17,2,20,61347.6,-3953.64,108,7.01
2024-08-17,2,30,57422.68,3971.35,107,8.25
2024-08-17,3,10,47399.22,-1656.59,127,8.24
2024-08-17,3,20,55409.75,419.37,137,8.92
2024-08-17,3,30,55204.97,-1342.03,122,5.81
2024-08-18,1,10,47329.1,-3363.94,124,8.96
2024-08-18,1,20,32724.7,1771.15,139,11.56
2024-08-18,1,30,46683.98,867.5,120,8.43
2024-08-18,2,10,45769.45,1975.72,108,8.92
2024-08-18,2,20,42117.97,-2156.63,116,8.72
2024-08-18,2,30,37522.48,547.32,117,11.13
2024-08-18,3,10,38378.2,-2763.54,124,9.54
2024-08-18,3,20,68073.77,-4916.34,108,6.04
2024-08-18,3,30,58077.6,610.17,129,7.2
2024-08-19,1,10,43002.01,-4205.2,121,6.65
2024-08-19,1,20,56754.93,-214.89,113,7.85
2024-08-19,1,30,65761.68,-1342.62,126,8.18
2024-08-19,2,10,55335.1,867.67,126,6.49
2024-08-19,2,20,36525.02,1398.42,119,4.78
2024-08-19,2,30,55673.78,-5444.91,113,8.33
2024-08-19,3,10,36203.1,-1710.97,107,7.45
2024-08-19,3,20,35679.49,-3666.34,115,10.04
2024-08-19,3,30,34447.42,-1229.89,139,6.35
2024-08-20,1,10,35968.22,-300.3,133,4.54
2024-08-20,1,20,45281.59,-913.98,102,5.18
2024-08-20,1,30,36834.27,-1245.34,135,9.01
2024-08-20,2,10,64545.09,566.26,119,7.8
2024-08-20,2,20,68232.04,233.32,121,5.94
2024-08-20,2,30,43842.47,1280.05,123,8.71
2024-08-20,3,10,49064.93,1099.15,116,11.02
2024-08-20,3,20,63420.06,1473.53,121,9.24
2024-08-20,3,30,34674.99,-2166.38,122,8.47
2024-08-21,1,10,75401.64,2154.59,116,7.96
2024-08-21,1,20,45984.75,1131.27,136,8.55
2024-08-21,1,30,62365.27,583.47,122,8.43
2024-08-21,2,10,49992.7,2393.25,122,11.03
2024-08-21,2,20,31909.36,-621.94,97,8.81
2024-08-21,2,30,27039.92,-1930.09,118,9.79
2024-08-21,3,10,17114.88,2632.35,124,7.6
2024-08-21,3,20,65295.84,1849.44,121,6.67
2024-08-21,3,30,51041.13,1910.78,108,5.6
2024-08-22,1,10,32117.03,292.83,112,10.32
2024-08-22,1,20,47781.48,3371.4,124,6.71
2024-08-22,1,30,69462.48,-1039.67,132,5.34
2024-08-22,2,10,57577.02,-1116.27,120,9.99
2024-08-22,2,20,56336.43,-1536.87,98,8.1
2024-08-22,2,30,33779.51,1371.78,103,7.48
2024-08-22,3,10,44771.47,-65.75,143,8.08
2024-08-22,3,20,60739.16,1182.18,100,7.69
2024-08-22,3,30,44880.8,-249.44,126,7.7
2024-08-23,1,10,56063.14,3937.51,107,9.88
2024-08-23,1,20,51420.2,783.1,128,8.27
2024-08-23,1,30,64275.71,2084.38,117,8.47
2024-08-23,2,10,42959.66,-1502.33,121,6.0
2024-08-23,2,20,33296.2,206.24,117,7.46
2024-08-23,2,30,63037.76,891.52,121,11.81
2024-08-23,3,10,38271.63,477.48,118,5.45
2024-08-23,3,20,51188.17,-1044.83,140,6.87
2024-08-23,3,30,59730.97,2445.42,130,4.66
2024-08-24,1,10,53024.05,1198.17,123,10.07
2024-08-24,1,20,46694.21,277.27,108,9.0
2024-08-24,1,30,40702.37,-1065.21,131,11.79
2024-08-24,2,10,48196.06,400.07,111,7.87
2024-08-24,2,20,43667.58,-2254.57,126,7.1
2024-08-24,2,30,25979.53,1234.86,110,6.65
2024-08-24,3,10,59374.1,-430.78,127,8.28
2024-08-24,3,20,31700.18,1388.65,102,13.15
2024-08-24,3,30,45665.24,244.98,114,8.17
2024-08-25,1,10,41230.24,490.58,104,5.51
2024-08-25,1,20,37812.04,1076.42,127,5.26
2024-08-25,1,30,71177.91,-1548.54,142,7.55
2024-08-25,2,10,51720.87,1150.71,104,9.92
2024-08-25,2,20,59497.97,-343.62,112,7.71
2024-08-25,2,30,78189.3,1899.78,138,6.16
2024-08-25,3,10,51199.86,-2458.99,114,7.18
2024-08-25,3,20,20106.06,2433.45,122,10.18
2024-08-25,3,30,45688.58,-940.51,110,11.0
2024-08-26,1,10,49240.36,-157.18,113,10.4
2024-08-26,1,20,50172.04,241.58,132,6.5
2024-08-26,1,30,50035.11,355.82,122,5.86
2024-08-26,2,10,43668.15,1709.81,122,8.02
2024-08-26,2,20,50161.05,-26.57,124,6.09
2024-08-26,2,30,56082.99,-844.99,114,10.06
2024-08-26,3,10,53012.04,358.83,118,4.97
2024-08-26,3,20,45808.86,-636.6,117,6.92
2024-08-26,3,30,55840.9,394.63,94,9.55
2024-08-27,1,10,37388.71,911.29,111,6.41
2024-08-27,1,20,38133.53,-981.75,127,6.94
2024-08-27,1,30,81588.63,-2533.26,128,6.02
2024-08-27,2,10,46785.22,-1417.56,110,6.36
2024-08-27,2,20,63901.66,1048.0,125,8.19
2024-08-27,2,30,54355.95,-2347.26,108,6.01
2024-08-27,3,10,63834.96,2212.91,121,7.51
2024-08-27,3,20,33947.91,1224.34,129,9.14
2024-08-27,3,30,50860.02,-1971.47,135,6.45
2024-08-28,1,10,36945.28,-1368.48,121,6.59
2024-08-28,1,20,46872.7,2494.61,120,8.27
2024-08-28,1,30,59332.82,149.37,124,8.05
2024-08-28,2,10,59165.6,984.01,114,5.74
2024-08-28,2,20,48858.5,-2824.15,120,8.33
2024-08-28,2,30,61593.68,-3120.34,126,12.23
2024-08-28,3,10,27295.6,-124.27,125,8.46
2024-08-28,3,20,48966.05,2261.05,109,8.06
2024-08-28,3,30,44782.46,1631.19,117,4.75
2024-08-29,1,10,35438.44,2194.97,132,5.66
2024-08-29,1,20,33274.19,368.24,122,8.14
2024-08-29,1,30,16272.46,708.62,137,9.81
2024-08-29,2,10,41728.05,-2820.93,134,5.4
2024-08-29,2,20,32454.67,548.08,114,7.47
2024-08-29,2,30,44738.87,1223.2,131,8.08
2024-08-29,3,10,48175.77,2578.26,119,9.31
2024-08-29,3,20,44245.7,3258.64,102,4.3
2024-08-29,3,30,43738.8,-2226.13,123,8.87
2024-08-30,1,10,54663.77,-537.24,99,5.82
2024-08-30,1,20,83616.48,-974.33,94,3.56
2024-08-30,1,30,59913.75,643.31,112,8.8
2024-08-30,2,10,45559.73,-162.39,105,9.67
2024-08-30,2,20,55994.71,1768.88,135,8.58
2024-08-30,2,30,54306.18,-1711.49,115,5.63
2024-08-30,3,10,55545.85,-218.39,113,10.27
2024-08-30,3,20,41936.99,2766.27,133,6.64
2024-08-30,3,30,54483.84,-525.15,138,10.56
2024-08-31,1,10,27323.56,914.45,132,10.71
2024-08-31,1,20,64378.7,-571.08,136,10.6
2024-08-31,1,30,41431.5,2429.89,125,8.21
2024-08-31,2,10,53726.48,-2230.43,111,6.41
2024-08-31,2,20,35711.05,547.23,119,6.8
2024-08-31,2,30,40547.33,452.58,118,11.93
2024-08-31,3,10,54021.93,-438.82,111,8.47
2024-08-31,3,20,39793.22,2909.08,112,10.87
2024-08-31,3,30,39360.33,2808.63,110,8.49
2024-09-01,1,10,58131.65,-15.35,114,9.7
2024-09-01,1,20,60978.41,1559.39,94,7.88
2024-09-01,1,30,32274.03,-1020.58,112,10.21
2024-09-01,2,10,52133.96,-1664.95,132,8.19
2024-09-01,2,20,31073.26,-1700.4,138,4.72
2024-09-01,2,30,46884.84,-1021.37,116,9.74
2024-09-01,3,10,58216.58,-2153.91,119,10.76
2024-09-01,3,20,75784.48,1042.43,134,3.83
2024-09-01,3,30,44942.2,2544.4,131,9.18
2024-09-02,1,10,41522.29,-365.17,102,6.89
2024-09-02,1,20,32825.74,-3846.43,123,7.51
2024-09-02,1,30,31779.01,92.42,107,9.5
2024-09-02,2,10,47682.14,-3956.77,121,8.05
2024-09-02,2,20,50855.45,1277.91,107,6.58
2024-09-02,2,30,44779.37,-2956.0,113,3.42
2024-09-02,3,10,36698.03,-1036.27,122,6.92
2024-09-02,3,20,68099.73,-2000.54,119,7.18
2024-09-02,3,30,32541.29,-1652.73,122,7.22
2024-09-03,1,10,47819.2,-1882.76,120,4.21
2024-09-03,1,20,48079.54,-4496.99,133,5.75
2024-09-03,1,30,48259.6,-243.38,120,8.82
2024-09-03,2,10,39160.48,-639.66,125,11.2
2024-09-03,2,20,13777.32,3157.89,124,9.59
2024-09-03,2,30,74076.9,1757.31,125,10.7
2024-09-03,3,10,31133.23,-614.92,121,8.78
2024-09-03,3,20,50898.65,-1482.33,115,9.62
2024-09-03,3,30,62689.13,-161.63,123,4.52
2024-09-04,1,10,44537.35,-517.53,136,7.01
2024-09-04,1,20,27154.89,-965.76,116,8.09
2024-09-04,1,30,64673.7,580.18,130,8.09
2024-09-04,2,10,43097.76,-23.8,113,6.72
2024-09-04,2,20,56096.15,-200.35,124,8.43
2024-09-04,2,30,51152.11,404.15,111,7.99
2024-09-04,3,10,70464.35,-3147.26,119,8.74
2024-09-04,3,20,45535.23,561.78,117,6.89
2024-09-04,3,30,42856.33,-1122.1,122,7.5
2024-09-05,1,10,41728.68,-1369.99,119,6.9
2024-09-05,1,20,42866.03,-1658.64,115,9.18
2024-09-05,1,30,45425.15,-414.32,138,10.54
2024-09-05,2,10,65540.09,-1728.86,103,9.39
2024-09-05,2,20,40236.03,-1539.33,101,8.64
2024-09-05,2,30,34214.74,-299.27,114,5.33
2024-09-05,3,10,52132.38,-1589.32,130,6.58
2024-09-05,3,20,57141.57,1377.43,122,9.22
2024-09-05,3,30,58006.63,1967.47,117,5.32
2024-09-06,1,10,39371.98,-963.43,112,8.49
2024-09-06,1,20,39946.12,-1689.41,128,10.63
2024-09-06,1,30,57760.93,-59.61,137,9.05
2024-09-06,2,10,31873.45,-1375.57,130,6.65
2024-09-06,2,20,45507.32,-1853.03,131,6.93
2024-09-06,2,30,49009.84,-3410.42,123,6.33
2024-09-06,3,10,54039.22,-149.19,108,8.69
2024-09-06,3,20,40396.48,-35.86,123,7.93
2024-09-06,3,30,43675.21,3250.66,117,5.28
2024-09-07,1,10,50424.46,-2173.42,119,6.46
2024-09-07,1,20,43965.08,-814.03,118,11.7
2024-09-07,1,30,52974.16,-2140.64,121,9.37
2024-09-07,2,10,45220.08,-4984.78,100,9.32
2024-09-07,2,20,58254.82,-694.32,114,9.84
2024-09-07,2,30,64521.99,-1510.92,130,12.47
2024-09-07,3,10,60125.48,632.18,130,6.66
2024-09-07,3,20,48183.23,699.23,120,8.27
2024-09-07,3,30,41022.91,583.32,119,8.58
2024-09-08,1,10,47957.31,1270.49,125,5.95
2024-09-08,1,20,54530.66,-364.08,129,11.66
2024-09-08,1,30,55918.35,1504.97,123,6.82
2024-09-08,2,10,21890.26,599.34,124,7.19
2024-09-08,2,20,56446.16,1888.43,133,8.39
2024-09-08,2,30,57497.81,1609.89,119,7.81
2024-09-08,3,10,59345.29,-1189.35,108,7.15
2024-09-08,3,20,53903.02,2358.53,122,9.58
2024-09-08,3,30,46582.45,2221.51,124,9.51
2024-09-09,1,10,44400.57,-1473.8,118,7.89
2024-09-09,1,20,49056.91,-267.26,111,6.45
2024-09-09,1,30,47906.67,-1494.86,121,5.34
2024-09-09,2,10,65695.57,1526.28,112,9.84
2024-09-09,2,20,52600.64,-2833.65,129,8.73
2024-09-09,2,30,52938.77,-3335.33,130,9.98
2024-09-09,3,10,39462.54,-1969.89,104,7.77
2024-09-09,3,20,55195.68,327.85,105,6.51
2024-09-09,3,30,47303.84,2150.04,109,7.99
2024-09-10,1,10,60312.97,-373.15,117,12.34
2024-09-10,1,20,54645.78,1.12,116,9.65
2024-09-10,1,30,41060.25,-1143.86,112,9.63
2024-09-10,2,10,28531.85,2014.24,115,10.54
2024-09-10,2,20,46075.12,2948.96,136,8.82
2024-09-10,2,30,36618.48,146.44,113,6.69
2024-09-10,3,10,52339.61,-2354.06,109,11.12
2024-09-10,3,20,56479.41,-859.98,126,10.65
2024-09-10,3,30,49603.18,-5893.81,117,11.21
2024-09-11,1,10,42832.65,1233.16,150,5.39
2024-09-11,1,20,52232.82,741.74,115,6.02
